query_id,origin,destination,query_type,source_hotspot,target_hotspot,count
302,201299,23603,hotspot_to_hotspot,6,15,1
303,172579,193935,hotspot_to_hotspot,9,16,1
304,33219,23637,random,-1,-1,1
305,127423,38784,random,-1,-1,1
306,139257,257934,hotspot_to_hotspot,20,4,1
307,50307,34294,hotspot_to_hotspot,3,8,1
308,190166,17415,hotspot_to_hotspot,2,7,1
309,118715,263096,hotspot_to_hotspot,13,4,1
310,207789,123915,hotspot_to_random,17,-1,1
311,192383,184127,hotspot_to_hotspot,16,19,1
312,204409,186336,hotspot_to_hotspot,1,2,1
313,118746,218702,hotspot_to_random,13,-1,1
314,56030,140375,random,-1,-1,1
315,192363,177830,hotspot_to_hotspot,16,9,1
316,190581,204874,hotspot_to_hotspot,2,17,1
317,53221,193778,hotspot_to_hotspot,3,16,1
318,171207,84368,random,-1,-1,1
319,23680,80071,hotspot_to_random,15,-1,1
320,187490,118593,hotspot_to_hotspot,2,13,1
321,261152,114009,hotspot_to_hotspot,4,11,1
322,139159,208099,hotspot_to_hotspot,20,17,1
323,201170,119714,hotspot_to_random,6,-1,1
324,257899,115261,hotspot_to_hotspot,4,11,1
325,23701,227163,hotspot_to_hotspot,15,14,1
326,23132,134535,hotspot_to_random,12,-1,1
327,87350,110841,random,-1,-1,1
328,12276,18185,hotspot_to_hotspot,8,7,1
329,207818,172968,hotspot_to_hotspot,17,9,1
330,139369,228249,hotspot_to_hotspot,20,14,1
331,35379,258770,hotspot_to_hotspot,7,4,1
332,227467,92818,hotspot_to_hotspot,14,18,1
333,139166,201424,hotspot_to_hotspot,20,6,1
334,196026,53536,random,-1,-1,1
335,114249,24825,hotspot_to_hotspot,11,15,1
336,22734,33904,hotspot_to_hotspot,12,7,1
337,137327,105653,random,-1,-1,1
338,115508,151468,hotspot_to_hotspot,11,1,1
339,7470,207545,hotspot_to_hotspot,8,17,1
340,33905,226443,hotspot_to_random,7,-1,1
341,114761,173130,hotspot_to_hotspot,11,9,1
342,23718,184212,hotspot_to_hotspot,8,19,1
343,222930,5526,random,-1,-1,1
344,23782,201588,hotspot_to_random,15,-1,1
345,22698,134366,hotspot_to_hotspot,12,10,1
346,17773,118914,hotspot_to_hotspot,7,13,1
347,201506,222076,hotspot_to_hotspot,6,5,1
348,24885,207810,hotspot_to_hotspot,8,17,1
349,52945,61996,hotspot_to_random,3,-1,1
350,53135,30586,hotspot_to_random,3,-1,1
351,139234,182312,hotspot_to_hotspot,20,9,1
352,52909,173053,hotspot_to_hotspot,3,9,1
353,167242,18410,random,-1,-1,1
354,193536,21164,hotspot_to_hotspot,16,12,1
355,135075,204405,hotspot_to_hotspot,10,17,1
356,53177,173033,hotspot_to_hotspot,3,9,1
357,134255,233762,hotspot_to_hotspot,10,16,1
358,8400,136524,random,-1,-1,1
359,24940,119126,hotspot_to_hotspot,15,13,1
360,262834,113428,hotspot_to_hotspot,4,7,1
361,23659,25097,hotspot_to_hotspot,8,15,1
362,207547,110144,hotspot_to_random,17,-1,1
363,218921,23930,hotspot_to_hotspot,5,15,1
364,134964,38042,hotspot_to_random,10,-1,1
365,184311,86149,hotspot_to_random,19,-1,1
366,194767,53607,hotspot_to_hotspot,6,3,1
367,189758,179973,hotspot_to_hotspot,2,9,1
368,204811,23931,hotspot_to_hotspot,1,15,1
369,92516,189650,hotspot_to_hotspot,18,2,1
370,114442,24520,hotspot_to_random,11,-1,1
371,114556,23739,hotspot_to_hotspot,11,15,1
372,25070,116133,hotspot_to_hotspot,15,11,1
373,34156,224447,hotspot_to_hotspot,8,5,1
374,194435,23946,hotspot_to_hotspot,16,15,1
375,207765,204724,hotspot_to_hotspot,17,1,1
376,184208,138684,hotspot_to_hotspot,19,20,1
377,238910,115734,hotspot_to_hotspot,4,18,1
378,119004,207509,hotspot_to_hotspot,13,17,1
379,24812,218691,hotspot_to_hotspot,15,5,1
380,22876,187827,hotspot_to_random,12,-1,1
381,116267,151495,hotspot_to_hotspot,11,1,1
382,200618,134512,hotspot_to_hotspot,6,10,1
383,33766,41703,hotspot_to_random,7,-1,1
384,14377,53367,hotspot_to_hotspot,8,3,1
385,119349,227205,hotspot_to_hotspot,13,14,1
386,204502,23100,hotspot_to_hotspot,1,12,1
387,105754,233785,hotspot_to_hotspot,18,16,1
388,125853,125476,random,-1,-1,1
389,190586,135661,hotspot_to_hotspot,2,10,1
390,150370,223321,hotspot_to_hotspot,1,5,1
391,114439,258965,hotspot_to_hotspot,11,4,1
392,262081,90887,hotspot_to_random,4,-1,1
393,114631,33856,hotspot_to_hotspot,11,7,1
394,24036,218807,hotspot_to_hotspot,8,5,1
395,193630,116226,hotspot_to_hotspot,16,18,1
396,52935,23749,hotspot_to_hotspot,3,8,1
397,234291,139062,hotspot_to_random,16,-1,1
398,117002,11678,random,-1,-1,1
399,17726,187345,hotspot_to_hotspot,7,2,1
400,23018,45030,hotspot_to_random,12,-1,1
401,86186,131814,random,-1,-1,1
402,201241,139005,hotspot_to_hotspot,6,20,1
403,134405,12318,hotspot_to_hotspot,10,8,1
404,184454,53667,hotspot_to_hotspot,19,3,1
405,226807,22891,hotspot_to_hotspot,14,12,1
406,23725,214167,hotspot_to_hotspot,8,19,1
407,194948,23576,hotspot_to_hotspot,6,8,1
408,234446,201232,hotspot_to_hotspot,14,6,1
409,189652,17337,hotspot_to_hotspot,2,7,1
410,134265,23822,hotspot_to_hotspot,10,15,1
411,218778,193567,hotspot_to_hotspot,5,16,1
412,138905,47971,hotspot_to_random,20,-1,1
413,138630,22173,hotspot_to_hotspot,20,12,1
414,187444,184573,hotspot_to_hotspot,2,19,1
415,204879,184130,hotspot_to_hotspot,1,19,1
416,24955,33836,hotspot_to_hotspot,15,7,1
417,199813,135000,hotspot_to_hotspot,20,10,1
418,207785,92804,hotspot_to_hotspot,17,18,1
419,235350,115483,hotspot_to_hotspot,14,11,1
420,114601,215206,hotspot_to_hotspot,11,5,1
421,139393,49594,hotspot_to_random,20,-1,1
422,214071,116225,hotspot_to_hotspot,19,18,1
423,53214,127353,hotspot_to_random,3,-1,1
424,118897,199683,hotspot_to_hotspot,13,20,1
425,53530,186044,hotspot_to_hotspot,3,9,1
426,218729,18215,hotspot_to_random,5,-1,1
427,200949,11883,hotspot_to_hotspot,6,15,1
428,199650,135853,hotspot_to_hotspot,20,10,1
429,52986,258013,hotspot_to_hotspot,3,4,1
430,22910,134805,hotspot_to_hotspot,12,10,1
431,21177,222203,hotspot_to_hotspot,12,5,1
432,214047,135067,hotspot_to_hotspot,19,10,1
433,213848,64810,random,-1,-1,1
434,52187,139511,hotspot_to_hotspot,2,20,1
435,180019,53470,hotspot_to_hotspot,9,3,1
436,141320,126497,random,-1,-1,1
437,162882,222088,hotspot_to_hotspot,19,5,1
438,102754,11926,random,-1,-1,1
439,201373,221384,random,-1,-1,1
440,187581,201058,hotspot_to_hotspot,2,6,1
441,46277,52542,hotspot_to_hotspot,3,2,1
442,193618,172956,hotspot_to_hotspot,16,9,1
443,233676,214102,hotspot_to_hotspot,16,19,1
444,52842,24925,random,-1,-1,1
445,53052,142956,hotspot_to_random,3,-1,1
446,219413,163660,random,-1,-1,1
447,222621,165577,random,-1,-1,1
448,53378,144248,hotspot_to_random,3,-1,1
449,115694,214020,hotspot_to_hotspot,18,19,1
450,134881,235613,hotspot_to_hotspot,10,14,1
451,24848,258987,hotspot_to_hotspot,8,4,1
452,56827,117918,hotspot_to_random,2,-1,1
453,220772,161839,random,-1,-1,1
454,201037,257913,hotspot_to_hotspot,6,4,1
455,163139,23727,hotspot_to_hotspot,19,8,1
456,10745,62481,random,-1,-1,1
457,113440,257984,hotspot_to_hotspot,7,4,1
458,257928,23555,hotspot_to_hotspot,4,8,1
459,233798,223060,hotspot_to_hotspot,16,5,1
460,118883,250823,hotspot_to_random,13,-1,1
461,187456,53293,hotspot_to_hotspot,2,3,1
462,115742,224533,random,-1,-1,1
463,24821,142873,hotspot_to_random,8,-1,1
464,17322,23200,hotspot_to_hotspot,7,12,1
465,204911,118805,hotspot_to_hotspot,17,13,1
466,227014,184419,hotspot_to_hotspot,14,19,1
467,53666,114419,hotspot_to_hotspot,3,11,1
468,134821,194753,hotspot_to_hotspot,20,6,1
469,199622,135842,hotspot_to_hotspot,20,10,1
470,226859,118904,hotspot_to_hotspot,14,13,1
471,214100,135944,hotspot_to_hotspot,19,10,1
472,192037,211321,hotspot_to_hotspot,16,17,1
473,23960,134890,hotspot_to_hotspot,15,10,1
474,17313,200693,hotspot_to_hotspot,7,6,1
475,177602,186340,random,-1,-1,1
476,12295,118978,hotspot_to_hotspot,8,13,1
477,134279,140746,hotspot_to_random,10,-1,1
478,222232,34671,hotspot_to_random,5,-1,1
479,119439,28472,hotspot_to_hotspot,13,8,1
480,22763,207568,hotspot_to_hotspot,12,17,1
481,240530,201203,hotspot_to_hotspot,4,6,1
482,114201,201048,hotspot_to_random,11,-1,1
483,208613,198598,hotspot_to_random,17,-1,1
484,207772,33863,hotspot_to_hotspot,17,7,1
485,23564,52955,hotspot_to_hotspot,8,3,1
486,173031,234191,hotspot_to_hotspot,9,14,1
487,52966,54480,hotspot_to_random,3,-1,1
488,173070,63643,hotspot_to_random,9,-1,1
489,136462,262063,hotspot_to_hotspot,20,4,1
490,14376,163323,hotspot_to_hotspot,8,19,1
491,53267,16948,hotspot_to_hotspot,3,7,1
492,163180,201126,hotspot_to_hotspot,19,6,1
493,96476,131627,random,-1,-1,1
494,151450,105752,hotspot_to_hotspot,1,18,1
495,118527,240187,hotspot_to_random,13,-1,1
496,23528,200961,hotspot_to_random,8,-1,1
497,21158,190610,hotspot_to_hotspot,12,2,1
498,173060,22946,hotspot_to_hotspot,9,12,1
499,23963,233803,hotspot_to_hotspot,15,16,1
500,192299,176569,hotspot_to_random,16,-1,1
501,116114,83097,hotspot_to_random,18,-1,1
502,25157,200791,hotspot_to_hotspot,15,6,1
503,92277,139153,hotspot_to_hotspot,18,20,1
504,218835,258062,hotspot_to_hotspot,5,4,1
505,184388,190138,hotspot_to_hotspot,19,2,1
506,262661,24025,hotspot_to_hotspot,4,15,1
507,69976,203390,random,-1,-1,1
508,53282,139199,hotspot_to_hotspot,3,20,1
509,33856,139380,hotspot_to_hotspot,7,20,1
510,227515,178043,hotspot_to_hotspot,14,9,1
511,22882,195056,hotspot_to_random,12,-1,1
512,227107,193309,hotspot_to_hotspot,14,16,1
513,233408,10216,random,-1,-1,1
514,92590,114660,hotspot_to_hotspot,18,11,1
515,187394,17207,hotspot_to_hotspot,2,7,1
516,257865,139044,hotspot_to_hotspot,4,20,1
517,135919,169777,hotspot_to_random,10,-1,1
518,139064,53096,hotspot_to_hotspot,20,3,1
519,106626,18909,random,-1,-1,1
520,215225,199469,hotspot_to_random,5,-1,1
521,135657,14376,hotspot_to_hotspot,10,8,1
522,222004,262700,hotspot_to_hotspot,5,4,1
523,142445,212196,random,-1,-1,1
524,200615,22688,hotspot_to_hotspot,6,12,1
525,35697,135722,random,-1,-1,1
526,13938,173151,hotspot_to_hotspot,8,9,1
527,190594,262821,hotspot_to_hotspot,2,4,1
528,25150,24062,hotspot_to_hotspot,15,8,1
529,187553,138260,hotspot_to_random,2,-1,1
530,189643,80838,hotspot_to_random,2,-1,1
531,114487,193548,hotspot_to_hotspot,11,16,1
532,206412,28007,random,-1,-1,1
533,227013,187492,hotspot_to_hotspot,14,2,1
534,204020,42624,hotspot_to_random,1,-1,1
535,182178,23778,hotspot_to_hotspot,9,15,1
536,118916,114257,hotspot_to_hotspot,13,11,1
537,23747,241389,hotspot_to_random,8,-1,1
538,139402,24191,hotspot_to_hotspot,20,15,1
539,135969,112471,hotspot_to_hotspot,10,7,1
540,204885,41438,hotspot_to_random,17,-1,1
541,184539,23537,hotspot_to_hotspot,19,8,1
542,58712,24798,random,-1,-1,1
543,116017,22906,hotspot_to_hotspot,18,12,1
544,23644,118568,hotspot_to_hotspot,15,13,1
545,194435,222037,hotspot_to_hotspot,16,5,1
546,22293,184367,hotspot_to_hotspot,12,19,1
547,24808,92313,hotspot_to_hotspot,15,18,1
548,139396,134879,hotspot_to_hotspot,20,10,1
549,23735,233751,hotspot_to_hotspot,8,16,1
550,189641,68099,hotspot_to_random,2,-1,1
551,218691,194232,hotspot_to_random,5,-1,1
552,207756,115499,hotspot_to_hotspot,17,11,1
553,218774,192395,hotspot_to_hotspot,5,16,1
554,139303,168008,hotspot_to_random,20,-1,1
555,162874,27183,hotspot_to_random,19,-1,1
556,134929,187562,hotspot_to_hotspot,10,2,1
557,204862,15369,hotspot_to_random,17,-1,1
558,41355,17790,hotspot_to_hotspot,3,7,1
559,179231,243700,random,-1,-1,1
560,257964,193530,hotspot_to_hotspot,4,16,1
561,7639,187294,hotspot_to_hotspot,8,2,1
562,212582,53031,hotspot_to_hotspot,1,3,1
563,22903,166780,hotspot_to_random,12,-1,1
564,113447,116311,hotspot_to_random,7,-1,1
565,115519,118267,hotspot_to_random,11,-1,1
566,135682,257857,hotspot_to_hotspot,10,4,1
